"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department","salary"
"13221",0.81,0.55,4,217,8,0,0,0,"accounting","medium"
"13222",0.62,0.91,3,269,8,0,0,0,"support","medium"
"13223",0.21,0.7,3,238,8,0,0,0,"technical","medium"
"13225",0.51,0.8,4,198,6,0,0,0,"marketing","medium"
"13232",0.65,0.91,4,224,2,1,0,0,"sales","low"
"13246",0.83,0.52,2,149,2,1,0,0,"sales","low"
"13247",0.48,1,4,261,3,0,0,0,"accounting","low"
"13250",0.61,0.52,3,224,3,0,0,0,"hr","low"
"13252",0.62,0.81,3,245,2,1,0,0,"hr","low"
"13258",0.95,0.9,3,155,3,0,0,0,"technical","medium"
"13260",0.29,0.39,6,105,6,0,0,0,"technical","medium"
"13262",0.72,0.54,4,219,2,0,0,0,"technical","medium"
"13264",0.54,0.53,4,158,2,0,0,0,"technical","medium"
"13267",0.45,0.48,3,145,2,0,0,0,"support","medium"
"13270",0.49,0.59,5,140,3,0,0,0,"support","high"
"13271",0.68,0.97,3,174,2,0,0,0,"support","low"
"13272",0.7,0.76,4,173,2,0,0,0,"support","medium"
"13280",0.12,0.49,4,191,5,0,0,0,"IT","low"
"13281",0.14,0.56,5,259,4,1,0,0,"IT","low"
"13284",1,0.86,2,264,3,0,0,0,"IT","medium"
"13288",0.59,0.48,3,197,3,0,0,0,"product_mng","medium"
"13295",0.65,0.63,4,143,8,0,0,0,"management","medium"
"13301",0.72,0.98,4,156,3,0,0,0,"product_mng","medium"
"13302",0.87,0.52,4,140,3,0,0,0,"product_mng","medium"
"13310",0.69,0.83,4,252,3,0,0,0,"management","medium"
"13311",0.61,0.9,2,142,3,0,0,0,"marketing","high"
"13314",0.96,0.82,4,244,3,0,0,0,"support","high"
"13320",0.95,0.8,3,225,2,0,0,0,"sales","high"
"13321",0.84,0.63,3,121,3,1,0,0,"sales","low"
"13323",0.94,0.73,4,204,2,0,0,0,"sales","low"
"13326",0.76,0.67,5,243,3,0,0,0,"sales","low"
"13327",0.13,0.97,4,162,6,0,0,0,"sales","low"
"13330",0.49,1,2,125,4,1,0,0,"sales","low"
"13334",1,0.77,5,269,3,0,0,0,"sales","low"
"13335",0.99,0.86,3,167,2,0,0,0,"sales","low"
"13337",0.54,0.83,4,201,8,1,0,0,"sales","medium"
"13338",0.25,0.9,6,229,8,0,0,0,"sales","medium"
"13339",0.71,0.76,4,148,8,0,0,0,"accounting","medium"
"13340",0.96,0.84,3,147,8,0,0,0,"accounting","medium"
"13345",0.62,0.84,3,270,6,0,0,0,"hr","medium"
"13346",0.75,0.85,3,250,6,0,0,0,"technical","medium"
"13351",0.74,1,4,192,4,0,0,0,"technical","high"
"13358",0.95,0.61,3,224,2,1,0,0,"support","low"
"13362",0.54,0.61,4,118,5,0,0,0,"support","low"
"13364",0.99,0.8,3,209,2,0,0,0,"support","medium"
"13366",0.77,0.87,3,275,4,1,0,0,"support","medium"
"13370",0.69,0.55,3,172,2,0,0,0,"technical","medium"
"13375",0.77,0.75,4,191,3,0,0,0,"IT","medium"
"13376",0.91,0.68,4,132,4,0,0,0,"IT","medium"
"13377",0.54,0.68,6,249,5,0,0,0,"product_mng","medium"
"13378",0.48,0.77,6,274,6,0,0,0,"product_mng","medium"
"13379",0.55,0.96,3,194,3,0,0,0,"product_mng","medium"
"13381",0.77,0.83,5,216,4,0,0,0,"IT","medium"
"13382",0.93,0.98,3,241,3,0,0,0,"IT","medium"
"13383",0.65,0.91,4,243,5,1,0,0,"IT","medium"
"13390",0.61,0.96,3,214,2,0,0,0,"IT","medium"
"13391",0.65,0.9,6,217,4,1,0,1,"RandD","medium"
"13395",0.82,0.91,5,271,2,0,0,1,"RandD","medium"
"13402",0.28,0.89,4,97,6,0,0,0,"management","low"
"13403",0.47,0.56,4,226,3,0,0,0,"marketing","low"
"13406",0.61,0.89,3,242,10,0,0,0,"sales","high"
"13407",0.47,0.79,3,284,10,0,0,0,"sales","low"
"13408",0.22,0.7,2,274,10,0,0,0,"sales","high"
"13409",0.5,0.48,4,130,10,0,0,0,"sales","high"
"13411",0.84,0.85,4,207,10,0,0,0,"sales","low"
"13412",0.69,0.72,4,210,2,1,0,0,"sales","high"
"13415",0.48,0.71,2,162,3,1,0,0,"sales","high"
"13419",0.49,0.65,4,233,7,0,0,0,"sales","medium"
"13425",0.93,0.95,5,176,6,0,0,1,"accounting","medium"
"13426",0.5,1,5,264,8,0,0,1,"accounting","high"
"13430",0.95,0.84,3,261,8,1,0,1,"hr","medium"
"13432",0.51,0.39,5,132,6,1,0,1,"technical","low"
"13435",0.97,0.66,5,234,6,0,0,0,"technical","low"
"13438",0.57,1,4,227,10,0,0,0,"technical","low"
"13440",0.71,0.64,3,267,3,0,0,0,"technical","low"
"13441",0.63,0.61,5,186,10,0,0,0,"technical","low"
"13442",0.99,0.84,4,142,10,0,0,0,"technical","high"
"13446",0.99,0.94,4,167,4,0,0,0,"support","low"
"13447",0.65,0.62,4,258,2,0,0,0,"support","high"
"13450",0.39,0.89,3,188,5,0,0,0,"support","low"
"13453",0.62,0.79,3,259,3,0,0,0,"support","medium"
"13457",0.48,0.81,4,149,2,0,0,0,"management","medium"
"13459",0.4,0.89,2,165,3,0,0,0,"IT","medium"
"13460",0.72,0.8,3,222,3,0,0,0,"IT","medium"
"13462",0.5,0.77,3,265,3,0,0,0,"IT","medium"
"13463",0.78,0.5,5,247,4,0,0,0,"product_mng","medium"
"13465",0.94,0.52,3,273,3,0,0,0,"product_mng","high"
"13466",0.24,0.94,6,144,4,0,0,0,"product_mng","low"
"13467",0.99,0.66,3,181,2,0,0,0,"IT","medium"
"13469",0.76,0.57,5,255,4,0,0,0,"management","medium"
"13473",0.81,0.85,4,134,10,1,0,0,"management","medium"
"13474",0.98,0.67,3,190,10,0,0,0,"IT","medium"
"13485",0.51,0.55,2,102,7,0,0,1,"management","medium"
"13486",0.48,0.84,4,186,7,0,0,1,"management","medium"
"13490",0.66,0.53,3,164,6,0,0,0,"support","low"
"13493",0.87,0.88,4,140,8,0,0,0,"marketing","medium"
"13495",0.66,0.85,3,178,8,1,0,0,"marketing","medium"
"13496",0.9,0.51,4,137,6,0,0,0,"sales","medium"
"13497",0.64,0.67,3,143,6,0,0,0,"sales","medium"
"13498",0.76,0.82,4,170,6,0,0,0,"sales","medium"
"13499",0.97,0.41,5,135,6,0,0,0,"sales","medium"
"13502",0.18,0.61,5,174,6,0,0,0,"sales","medium"
"13503",0.62,0.91,3,251,10,0,0,0,"sales","medium"
"13505",0.87,0.48,5,170,3,0,0,0,"sales","low"
"13507",0.53,0.79,3,221,10,1,0,0,"sales","medium"
"13508",0.69,0.73,4,257,10,1,0,0,"sales","medium"
"13510",0.7,0.77,4,245,2,0,0,0,"sales","low"
"13511",0.77,0.75,6,246,6,0,0,0,"sales","low"
"13513",0.76,0.99,3,133,4,0,0,0,"sales","low"
"13516",0.57,0.9,5,145,3,0,0,0,"accounting","low"
"13519",0.72,0.62,3,243,2,1,0,0,"hr","low"
"13520",0.83,0.93,3,247,2,0,0,0,"hr","low"
"13526",0.66,0.59,4,179,3,0,0,0,"technical","low"
"13528",0.66,0.81,3,174,3,0,0,0,"technical","low"
"13530",0.75,0.94,5,194,4,0,0,0,"technical","low"
"13531",0.78,0.77,3,244,2,0,0,0,"technical","medium"
"13538",0.82,0.71,3,150,3,0,0,0,"support","medium"
"13539",0.59,0.64,5,269,3,0,0,0,"support","medium"
"13541",1,0.74,2,187,3,0,0,0,"support","medium"
"13542",0.94,0.61,3,140,2,0,0,0,"support","medium"
"13543",0.86,0.61,4,193,2,0,0,0,"support","high"
"13547",0.83,0.5,6,165,3,0,0,0,"management","medium"
"13551",0.76,0.81,4,242,2,0,0,0,"IT","low"
"13559",0.69,0.72,4,185,10,1,0,0,"management","high"
"13560",0.14,0.76,4,142,10,0,0,0,"management","high"
"13562",0.53,0.61,3,148,10,0,0,0,"management","high"
"13566",0.62,0.97,2,271,3,0,0,0,"sales","low"
"13567",0.98,0.58,4,133,3,0,0,0,"sales","low"
"13573",0.87,0.48,5,242,3,0,0,0,"sales","medium"
"13574",0.43,0.65,4,124,2,0,0,0,"sales","medium"
"13575",0.57,0.6,2,163,3,0,0,0,"sales","medium"
"13578",0.76,0.8,5,217,2,0,0,0,"sales","medium"
"13584",0.98,0.74,3,185,3,0,0,0,"sales","medium"
"13589",0.95,0.5,4,259,3,0,0,0,"sales","low"
"13595",0.86,0.89,4,153,4,0,0,0,"sales","low"
"13596",0.43,0.38,3,119,2,0,0,0,"sales","low"
"13600",0.52,0.8,3,252,4,0,0,0,"product_mng","low"
"13601",0.16,0.42,3,182,3,1,0,0,"product_mng","low"
"13603",0.37,0.63,4,167,3,0,0,0,"IT","low"
"13605",0.33,0.97,5,130,4,0,0,0,"management","high"
"13609",0.55,0.69,4,220,3,1,0,0,"management","high"
"13610",0.84,0.53,3,210,4,1,0,0,"marketing","medium"
"13620",0.69,0.59,4,264,3,0,0,0,"sales","medium"
"13621",0.87,0.87,5,207,2,0,0,0,"sales","high"
"13623",0.94,0.51,6,239,5,0,0,0,"sales","medium"
"13628",0.5,0.51,5,134,3,0,0,0,"product_mng","low"
"13638",0.77,0.98,3,286,6,0,0,0,"management","high"
"13642",0.67,0.7,3,149,3,0,0,0,"support","low"
"13643",0.81,0.77,3,221,2,0,0,0,"technical","low"
"13647",0.54,0.52,4,173,2,0,0,0,"marketing","medium"
"13648",0.77,0.71,5,250,3,1,0,0,"sales","medium"
"13656",0.88,0.67,5,264,3,0,0,0,"product_mng","medium"
"13662",0.74,0.63,3,180,3,0,0,0,"management","high"
"13664",0.82,0.51,2,268,2,0,0,0,"management","high"
"13674",0.81,0.61,2,176,5,0,0,1,"marketing","low"
"13676",0.49,0.66,3,155,3,0,0,1,"sales","low"
"13684",0.73,0.54,4,167,3,0,0,0,"IT","medium"
"13697",0.71,0.53,4,196,2,1,0,0,"sales","low"
"13699",0.75,0.53,4,224,4,1,0,0,"support","medium"
"13700",0.7,0.53,3,215,7,1,0,0,"technical","medium"
"13701",0.59,0.94,5,157,7,1,0,0,"management","medium"
"13719",0.93,0.74,5,248,8,1,0,0,"support","low"
"13722",0.47,0.43,4,246,3,0,0,0,"support","low"
"13723",0.72,0.88,5,216,10,1,0,0,"support","medium"
"13725",0.98,0.49,3,199,10,0,0,0,"technical","medium"
"13727",0.93,0.87,4,139,8,0,0,0,"technical","medium"
"13728",0.71,0.97,5,208,8,1,0,0,"management","medium"
"13733",0.77,0.63,4,236,7,0,0,0,"IT","medium"
"13739",0.25,0.89,4,154,10,0,0,0,"management","high"
"13742",0.6,0.65,2,225,10,0,0,0,"management","high"
"13743",0.67,0.72,2,134,10,0,0,0,"management","high"
"13747",0.57,0.66,3,268,3,0,0,0,"sales","low"
"13754",0.86,0.57,3,162,7,0,0,0,"sales","medium"
"13756",0.87,0.82,4,198,7,0,0,0,"sales","medium"
"13757",0.58,0.79,3,243,3,1,0,0,"sales","medium"
"13758",0.24,0.56,4,281,7,0,0,0,"sales","medium"
"13761",0.73,0.92,6,189,3,1,0,0,"sales","medium"
"13767",0.98,0.44,4,154,6,1,0,0,"sales","medium"
"13769",0.97,0.54,3,154,8,1,0,0,"sales","medium"
"13770",0.72,0.92,3,242,8,0,0,0,"sales","medium"
"13793",0.57,0.93,2,204,10,0,0,0,"accounting","low"
"13794",0.58,0.91,3,195,10,0,0,0,"support","low"
"13795",0.6,0.98,4,146,10,0,0,0,"technical","low"
"13796",0.65,0.74,4,233,4,1,0,0,"management","low"
"13812",0.95,0.75,4,151,3,0,0,0,"product_mng","medium"
"13817",0.89,0.96,3,179,8,0,0,0,"management","high"
"13826",0.25,0.72,5,279,8,0,0,0,"marketing","low"
"13830",0.49,0.94,4,175,3,0,0,0,"sales","medium"
"13831",0.57,0.91,4,224,10,0,0,0,"sales","medium"
"13832",0.63,0.65,3,190,10,0,0,0,"sales","medium"
"13833",0.91,0.63,5,240,7,0,0,0,"sales","medium"
"13835",0.66,0.95,5,192,7,0,0,0,"sales","medium"
"13836",0.77,0.48,5,262,7,0,0,0,"IT","medium"
"13845",0.77,0.89,4,269,10,0,0,0,"management","high"
"13846",0.77,0.73,3,201,10,0,0,0,"management","high"
"13848",0.41,0.67,6,221,10,0,0,0,"marketing","medium"
"13849",0.94,0.64,5,247,10,0,0,0,"sales","medium"
"13855",0.2,0.68,5,167,7,0,0,0,"marketing","medium"
"13864",0.74,0.67,5,216,3,0,0,0,"sales","low"
"13872",0.52,0.69,5,208,8,1,0,0,"RandD","low"
"13877",0.96,0.85,4,173,3,0,0,0,"marketing","high"
"13881",0.69,0.43,5,113,8,0,0,0,"technical","medium"
"13882",0.5,0.91,4,144,8,0,0,0,"management","medium"
"13886",0.95,0.77,5,199,10,1,0,0,"sales","medium"
"13892",0.59,0.69,3,200,3,0,0,0,"sales","low"
"13893",0.93,0.98,4,189,10,0,0,0,"sales","medium"
"13895",0.96,0.6,3,160,10,0,0,0,"support","medium"
"13904",0.66,0.89,4,173,4,0,0,0,"support","low"
"13906",0.16,0.96,5,137,5,1,0,0,"technical","low"
"13909",0.7,0.58,5,168,3,0,0,0,"management","low"
"13911",0.5,0.83,5,258,2,0,0,0,"IT","low"
"13912",0.7,0.88,3,159,2,0,0,0,"IT","high"
"13913",0.53,0.73,3,163,3,1,0,0,"IT","low"
"13917",0.2,0.53,5,272,5,0,0,0,"product_mng","low"
"13919",0.43,0.66,4,135,2,0,0,0,"IT","high"
"13920",0.43,0.76,6,154,2,0,0,0,"management","high"
"13926",0.51,0.75,3,133,3,0,0,0,"sales","medium"
"13928",0.77,0.58,4,202,3,0,0,0,"sales","medium"
"13930",0.63,0.85,4,182,3,1,0,0,"sales","high"
"13931",0.55,0.45,3,179,2,1,0,0,"sales","low"
"13940",0.95,0.81,4,258,7,0,0,1,"sales","medium"
"13951",0.9,0.58,3,244,8,0,0,0,"sales","low"
"13956",0.48,0.89,4,145,3,0,0,0,"sales","low"
"13960",0.99,0.6,4,209,8,1,0,0,"IT","medium"
"13964",0.78,0.57,3,209,3,0,0,0,"product_mng","medium"
"13965",0.5,0.73,3,154,10,0,0,0,"IT","medium"
"13968",0.44,0.44,2,141,7,1,0,1,"management","high"
"13969",0.73,0.78,3,262,7,1,0,1,"management","high"
"13970",0.58,0.84,4,206,7,0,0,1,"management","high"
"13971",0.74,0.98,3,166,3,1,0,1,"management","high"
"13973",0.88,0.83,4,273,10,0,0,0,"sales","medium"
"13975",0.59,0.92,3,138,10,0,0,0,"support","low"
"13979",0.91,0.65,5,214,3,1,0,0,"marketing","low"
"13981",0.73,0.72,4,233,2,0,0,0,"sales","low"
"13982",0.88,0.53,3,218,4,0,0,0,"sales","low"
"13983",0.65,0.4,5,125,4,0,0,0,"sales","low"
"13994",0.84,0.78,4,263,3,0,0,0,"IT","low"
"13997",0.53,0.91,4,167,4,0,0,0,"management","high"
"14001",0.72,0.99,4,239,3,0,0,0,"marketing","medium"
"14007",0.97,0.61,4,262,3,1,0,1,"marketing","medium"
"14009",0.99,0.97,4,211,2,0,0,1,"marketing","low"
"14020",0.69,0.9,5,103,5,0,0,0,"product_mng","low"
"14021",0.93,0.51,4,110,3,0,0,0,"product_mng","low"
"14023",0.83,0.6,4,161,2,0,0,0,"management","high"
"14025",0.39,0.91,2,212,2,0,0,0,"management","high"
"14026",0.53,0.47,6,106,6,0,0,0,"management","high"
"14027",0.88,0.81,4,179,3,0,0,0,"management","high"
"14030",0.66,0.6,3,210,2,0,0,0,"sales","low"
"14032",0.74,0.55,4,262,3,0,0,0,"support","low"
"14034",0.57,0.99,3,222,3,1,0,1,"management","low"
"14035",0.68,0.54,4,146,4,0,0,1,"marketing","medium"
"14039",0.53,0.68,4,173,3,0,0,0,"sales","medium"
"14041",0.64,0.67,4,252,3,1,0,0,"sales","medium"
"14045",0.7,0.83,5,241,2,0,0,0,"sales","medium"
"14051",0.49,0.62,4,161,2,0,0,0,"IT","medium"
"14054",0.68,0.75,4,258,3,0,0,0,"management","high"
"14056",0.69,0.75,3,253,3,0,0,0,"management","high"
"14057",0.63,0.7,5,160,3,0,0,0,"management","high"
"14058",0.76,0.62,5,230,3,1,0,0,"marketing","low"
"14060",0.82,0.69,3,250,3,0,0,0,"accounting","low"
"14062",0.16,0.7,3,178,3,1,0,0,"technical","low"
"14065",0.71,0.63,3,204,3,0,0,0,"marketing","low"
"14067",0.92,0.94,2,224,2,0,0,0,"sales","low"
"14071",0.51,0.56,4,168,2,0,0,0,"sales","low"
"14077",0.74,0.87,5,224,2,0,0,0,"support","medium"
"14081",0.53,0.77,2,167,2,0,0,0,"support","medium"
"14084",0.97,0.94,4,253,3,0,0,0,"support","medium"
"14086",0.73,0.9,3,274,2,0,0,0,"support","high"
"14090",0.68,0.66,3,238,2,0,0,0,"management","medium"
"14096",0.61,0.49,3,275,2,0,0,0,"product_mng","low"
"14097",0.71,0.68,3,231,2,1,0,0,"product_mng","low"
"14100",0.7,0.54,3,194,2,1,0,0,"IT","low"
"14105",0.74,0.79,5,121,5,0,0,1,"management","high"
"14107",0.6,0.42,2,109,6,0,0,0,"sales","low"
"14108",0.72,0.99,3,143,4,0,0,0,"sales","low"
"14109",0.73,0.97,3,174,3,0,0,0,"sales","low"
"14110",0.89,0.55,4,159,2,0,0,0,"sales","medium"
"14111",0.74,0.94,4,157,2,0,0,0,"sales","medium"
"14113",0.24,0.88,5,199,5,1,0,0,"sales","medium"
"14114",0.93,0.89,3,255,7,1,0,0,"sales","medium"
"14115",0.96,0.62,4,253,7,0,0,0,"sales","medium"
"14121",0.85,0.58,4,186,7,0,0,0,"sales","medium"
"14123",0.64,0.64,2,190,3,0,0,0,"sales","low"
"14125",0.96,0.68,3,206,3,0,0,0,"sales","medium"
"14126",0.74,0.7,4,273,3,0,0,0,"sales","medium"
"14127",0.94,0.99,2,157,3,0,0,0,"sales","medium"
"14128",0.37,0.72,3,183,2,0,0,0,"sales","low"
"14130",0.86,0.72,3,217,3,0,0,0,"sales","low"
"14132",0.19,0.61,4,127,8,0,0,0,"sales","low"
"14133",0.65,0.61,5,167,8,0,0,0,"sales","low"
"14150",0.15,0.74,6,144,7,0,0,1,"management","high"
"14152",0.53,0.74,3,172,10,0,0,1,"management","high"
"14155",0.85,0.72,3,245,10,0,0,0,"accounting","medium"
"14158",0.63,0.94,3,172,3,0,0,0,"management","medium"
"14159",0.85,0.9,3,245,3,0,0,0,"marketing","medium"
"14163",0.71,0.69,4,222,4,0,0,0,"sales","medium"
"14165",0.48,0.72,3,143,4,0,0,0,"sales","medium"
"14167",0.83,0.76,2,255,7,0,0,0,"sales","low"
"14170",0.16,0.63,5,266,7,0,0,0,"IT","low"
"14171",0.85,0.64,5,256,7,0,0,0,"product_mng","low"
"14174",0.92,0.64,2,104,7,0,0,0,"product_mng","low"
"14176",0.82,0.8,5,205,3,0,0,0,"IT","low"
"14177",0.84,0.81,4,236,3,1,0,0,"IT","low"
"14178",0.92,0.65,3,176,3,0,0,0,"IT","low"
"14179",0.82,0.82,3,148,3,0,0,0,"IT","low"
"14180",0.8,0.8,4,146,3,1,0,0,"IT","low"
"14185",0.49,0.71,4,178,8,0,0,0,"IT","medium"
"14186",0.82,0.58,5,263,8,0,0,0,"IT","medium"
"14187",0.59,0.77,3,272,8,0,0,0,"management","high"
"14189",0.62,0.72,3,149,3,1,0,0,"marketing","medium"
"14192",0.79,0.87,4,223,5,0,0,0,"sales","medium"
"14196",0.52,0.61,4,187,4,1,0,0,"sales","medium"
"14204",0.62,0.85,3,237,3,1,0,0,"IT","medium"
"14208",0.74,0.95,5,266,10,0,0,1,"management","high"
"14209",0.85,0.54,3,185,10,0,0,1,"management","high"
"14212",0.38,0.53,2,157,3,0,1,0,"sales","low"
"14213",0.8,0.86,5,262,6,0,1,0,"sales","medium"
"14215",0.72,0.87,5,223,5,0,1,0,"sales","low"
"14220",0.89,1,5,224,5,0,1,0,"sales","low"
"14225",0.41,0.55,2,148,3,0,1,0,"sales","low"
"14226",0.36,0.56,2,137,3,0,1,0,"sales","low"
"14235",0.46,0.57,2,139,3,0,1,0,"sales","low"
"14237",0.89,0.92,5,242,5,0,1,0,"sales","low"
"14240",0.41,0.46,2,128,3,0,1,0,"accounting","low"
"14247",0.1,0.94,6,255,4,0,1,0,"technical","low"
"14255",0.1,0.8,7,281,4,0,1,0,"technical","low"
"14263",0.44,0.55,2,135,3,0,1,0,"support","low"
"14265",0.39,0.54,2,132,3,0,1,0,"support","low"
"14266",0.1,0.92,7,307,4,0,1,0,"support","low"
"14274",0.1,0.95,6,244,5,0,1,0,"IT","medium"
"14280",0.76,0.86,5,223,5,1,1,0,"product_mng","medium"
"14286",0.11,0.97,6,277,4,0,1,0,"product_mng","medium"
"14288",0.1,0.83,6,295,4,0,1,0,"product_mng","medium"
"14292",0.45,0.54,2,140,3,0,1,0,"support","low"
"14293",0.38,0.49,2,151,3,0,1,0,"technical","low"
"14296",0.11,0.77,6,291,4,0,1,0,"marketing","low"
"14299",0.44,0.45,2,132,3,0,1,0,"sales","low"
"14304",0.42,0.48,2,143,3,0,1,0,"sales","low"
"14310",0.11,0.97,6,284,4,0,1,0,"sales","low"
"14311",0.9,1,5,221,6,0,1,0,"sales","medium"
"14314",0.42,0.46,2,150,3,0,1,0,"sales","medium"
"14318",0.91,1,4,257,5,0,1,0,"accounting","medium"
"14321",0.4,0.49,2,155,3,0,1,0,"hr","medium"
"14322",0.43,0.47,2,144,3,0,1,0,"hr","medium"
"14323",0.09,0.85,6,289,4,0,1,0,"hr","high"
"14324",0.43,0.52,2,160,3,0,1,0,"technical","low"
"14329",0.11,0.84,6,251,4,0,1,0,"technical","low"
"14332",0.14,0.62,4,158,4,1,1,0,"technical","low"
"14337",0.11,0.92,6,260,4,0,1,0,"support","low"
"14338",0.38,0.49,2,132,3,0,1,0,"support","low"
"14339",0.7,0.89,3,183,5,0,1,0,"support","low"
"14342",0.1,0.83,6,292,4,0,1,0,"support","low"
"14351",0.73,0.87,5,257,5,0,1,0,"IT","low"
"14355",0.37,0.47,2,152,3,0,1,0,"product_mng","low"
"14358",0.76,0.92,4,239,5,0,1,0,"product_mng","low"
"14362",0.11,0.91,6,278,4,0,1,0,"marketing","low"
"14363",0.45,0.56,2,154,3,0,1,0,"marketing","low"
"14364",0.37,0.52,2,143,3,0,1,0,"marketing","low"
"14365",0.4,0.52,2,155,3,0,1,0,"marketing","low"
"14372",0.1,0.95,7,301,4,0,1,0,"marketing","low"
"14387",0.54,0.74,4,164,2,0,1,0,"sales","low"
"14389",0.38,0.5,2,140,3,0,1,0,"sales","medium"
"14391",0.11,0.85,6,308,5,0,1,0,"sales","medium"
"14396",0.36,0.55,2,141,3,0,1,0,"hr","medium"
"14399",0.4,0.46,2,143,3,0,1,0,"hr","medium"
"14404",0.74,0.91,4,232,5,0,1,0,"technical","medium"
"14410",0.1,0.89,7,285,4,0,1,0,"technical","low"
"14418",0.77,0.99,5,228,5,0,1,0,"support","low"
"14421",0.38,0.52,2,153,3,0,1,0,"support","low"
"14422",0.43,0.46,2,156,3,0,1,0,"technical","low"
"14423",0.39,0.5,4,294,3,0,1,0,"technical","low"
"14425",0.45,0.46,2,153,3,0,1,0,"management","low"
"14427",0.36,0.51,2,155,3,0,1,0,"IT","low"
"14432",0.1,0.84,6,286,4,0,1,0,"product_mng","low"
"14439",0.44,0.54,2,149,3,0,1,0,"hr","low"
"14440",0.85,0.95,5,236,5,0,1,0,"hr","low"
"14446",0.48,0.57,4,270,4,0,1,0,"technical","low"
"14453",0.37,0.46,2,156,3,0,1,0,"sales","low"
"14454",0.38,0.53,2,156,3,0,1,0,"sales","low"
"14457",0.45,0.46,2,155,3,0,1,0,"sales","low"
"14465",0.87,0.98,4,248,5,0,1,0,"sales","low"
"14466",0.6,0.92,2,258,5,0,1,0,"sales","low"
"14467",0.44,0.45,2,156,3,0,1,0,"sales","medium"
"14470",0.88,0.88,5,232,5,1,1,0,"accounting","medium"
"14471",0.11,0.84,6,287,4,0,1,0,"accounting","medium"
"14473",0.82,0.97,5,263,5,0,1,0,"hr","medium"
"14474",0.44,0.56,2,131,3,0,1,0,"hr","medium"
"14475",0.11,0.78,6,260,4,0,1,0,"hr","medium"
"14479",0.45,0.53,2,129,3,0,1,0,"technical","high"
"14480",0.38,0.56,2,156,3,0,1,0,"technical","low"
"14481",0.38,0.86,6,139,6,0,1,0,"technical","medium"
"14484",0.81,0.93,5,270,5,0,1,0,"technical","medium"
"14487",0.81,0.95,5,238,6,0,1,0,"technical","low"
"14488",0.1,0.97,6,267,4,1,1,0,"support","low"
"14489",0.74,0.89,5,229,6,0,1,0,"support","low"
"14490",0.09,0.78,6,254,4,0,1,0,"support","low"
"14491",0.82,0.81,4,233,4,1,1,0,"support","low"
"14492",0.1,0.98,6,268,4,0,1,0,"support","low"
"14493",0.27,0.56,3,301,3,0,1,0,"support","low"
"14494",0.83,0.92,5,267,6,0,1,0,"support","low"
"14498",0.11,0.83,6,306,4,0,1,0,"support","low"
"14501",0.36,0.48,2,137,3,0,1,0,"technical","low"
"14502",0.4,0.46,2,128,3,0,1,0,"management","low"
"14503",0.87,0.84,5,231,5,0,1,0,"IT","low"
"14504",0.41,0.49,2,146,3,0,1,0,"IT","low"
"14507",0.38,0.51,2,146,3,0,1,0,"IT","medium"
"14508",0.39,0.55,2,156,3,0,1,0,"product_mng","medium"
"14509",0.4,0.52,2,147,3,0,1,0,"product_mng","medium"
"14510",0.45,0.48,2,136,3,0,1,0,"product_mng","medium"
"14512",0.45,0.55,2,151,3,0,1,0,"IT","medium"
"14513",0.12,1,3,278,4,0,1,0,"RandD","medium"
"14516",0.89,0.87,5,255,5,0,1,0,"RandD","medium"
"14522",0.1,0.93,7,305,4,0,1,0,"technical","medium"
"14528",0.43,0.47,2,135,3,0,1,0,"sales","low"
"14530",0.11,0.94,6,276,4,0,1,0,"sales","low"
"14533",0.82,0.84,5,244,5,0,1,0,"sales","low"
"14535",0.11,0.91,7,287,4,0,1,0,"sales","low"
"14538",0.37,0.52,2,157,3,0,1,0,"sales","low"
"14541",0.44,0.48,2,148,3,0,1,0,"sales","low"
"14544",0.09,0.98,6,271,4,0,1,0,"sales","low"
"14545",0.45,0.52,2,145,3,0,1,0,"sales","medium"
"14551",0.1,0.91,6,246,4,0,1,0,"hr","medium"
"14554",0.9,1,5,232,5,0,1,0,"technical","medium"
"14555",0.41,0.56,2,143,3,0,1,0,"technical","medium"
"14561",0.4,0.46,2,149,3,0,1,0,"technical","medium"
"14565",0.43,0.57,2,135,3,0,1,0,"support","low"
"14568",0.41,0.55,2,154,3,0,1,0,"support","low"
"14571",0.09,0.91,6,275,4,0,1,0,"support","low"
"14572",0.1,0.87,6,290,4,0,1,0,"support","low"
"14576",0.4,0.5,2,141,3,1,1,0,"technical","low"
"14578",0.1,0.83,6,258,4,0,1,0,"management","low"
"14579",0.4,0.56,2,131,3,0,1,0,"IT","low"
"14582",0.37,0.45,2,142,3,0,1,0,"IT","low"
"14583",0.36,0.51,2,135,3,0,1,0,"IT","low"
"14590",0.31,0.56,4,238,2,0,1,0,"accounting","medium"
"14602",0.78,1,4,253,5,0,1,0,"marketing","low"
"14604",0.84,1,4,261,5,0,1,0,"sales","low"
"14607",0.45,0.46,2,128,3,0,1,0,"sales","low"
"14608",0.46,0.57,2,139,3,0,1,0,"sales","low"
"14611",0.1,0.87,6,250,4,0,1,0,"sales","low"
"14613",0.76,0.92,4,246,5,0,1,0,"sales","low"
"14614",0.74,1,5,275,5,0,1,0,"sales","low"
"14615",0.92,0.93,5,240,5,0,1,0,"sales","low"
"14618",0.73,0.99,5,241,5,0,1,0,"sales","low"
